YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,GeoLocation,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
2021,2021,AL,Alabama,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Crude Prevalence,25.6,25.6,,,14.1,41.8,Gender,Male,,,,,POINT (-86.63186076199969 32.84057112200048),,1,AST,AST6_1,CRDPREV,GENDER,GENM,,,,
2021,2021,AL,Alabama,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,5.9,5.9,,,4.6,7.6,Gender,Male,,,,,POINT (-86.63186076199969 32.84057112200048),,1,AST,AST1_1,AGEADJPREV,GENDER,GENM,,,,
2021,2021,AK,Alaska,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Age-adjusted Prevalence,35.7,35.7,,,26.2,46.4,Gender,Female,,,,,POINT (-147.72205903599973 64.84507995700051),,2,AST,AST6_1,AGEADJPREV,GENDER,GENF,,,,
2021,2021,AL,Alabama,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Age-adjusted Prevalence,26.3,26.3,,,15.7,40.5,Gender,Male,,,,,POINT (-86.63186076199969 32.84057112200048),,1,AST,AST5_1,AGEADJPREV,GENDER,GENM,,,,
2021,2021,AK,Alaska,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Age-adjusted Prevalence,39.0,39.0,,,27.2,52.3,Gender,Male,,,,,POINT (-147.72205903599973 64.84507995700051),,2,AST,AST5_1,AGEADJPREV,GENDER,GENM,,,,
2021,2021,AL,Alabama,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Age-adjusted Prevalence,74.5,74.5,,,60.8,84.6,Gender,Female,,,,,POINT (-86.63186076199969 32.84057112200048),,1,AST,AST6_2,AGEADJPREV,GENDER,GENF,,,,
2021,2021,AL,Alabama,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Crude Prevalence,75.8,75.8,,,63.3,85.1,Gender,Female,,,,,POINT (-86.63186076199969 32.84057112200048),,1,AST,AST6_2,CRDPREV,GENDER,GENF,,,,
2021,2021,AK,Alaska,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Crude Prevalence,37.6,37.6,,,28.0,48.4,Gender,Female,,,,,POINT (-147.72205903599973 64.84507995700051),,2,AST,AST6_1,CRDPREV,GENDER,GENF,,,,
2021,2021,AK,Alaska,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,5.8,5.8,,,4.7,7.2,Gender,Male,,,,,POINT (-147.72205903599973 64.84507995700051),,2,AST,AST1_1,AGEADJPREV,GENDER,GENM,,,,
2021,2021,AL,Alabama,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Crude Prevalence,43.7,43.7,,,35.0,52.8,Gender,Female,,,,,POINT (-86.63186076199969 32.84057112200048),,1,AST,AST5_1,CRDPREV,GENDER,GENF,,,,
2021,2021,AL,Alabama,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Crude Prevalence,13.8,13.8,,,12.1,15.8,Gender,Female,,,,,POINT (-86.63186076199969 32.84057112200048),,1,AST,AST1_1,CRDPREV,GENDER,GENF,,,,
2021,2021,AL,Alabama,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Age-adjusted Prevalence,40.0,40.0,,,31.3,49.3,Gender,Female,,,,,POINT (-86.63186076199969 32.84057112200048),,1,AST,AST5_1,AGEADJPREV,GENDER,GENF,,,,
2021,2021,AK,Alaska,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Age-adjusted Prevalence,86.3,86.3,,,75.7,92.7,Gender,Female,,,,,POINT (-147.72205903599973 64.84507995700051),,2,AST,AST6_2,AGEADJPREV,GENDER,GENF,,,,
2021,2021,AK,Alaska,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Age-adjusted Prevalence,57.3,57.3,,,40.4,72.6,Gender,Female,,,,,POINT (-147.72205903599973 64.84507995700051),,2,AST,AST5_2,AGEADJPREV,GENDER,GENF,,,,
2021,2021,AL,Alabama,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Gender,Male,,,,,POINT (-86.63186076199969 32.84057112200048),,1,AST,AST5_2,CRDPREV,GENDER,GENM,,,,
2021,2021,AK,Alaska,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Crude Prevalence,48.8,48.8,,,39.4,58.3,Gender,Female,,,,,POINT (-147.72205903599973 64.84507995700051),,2,AST,AST5_1,CRDPREV,GENDER,GENF,,,,
2021,2021,AL,Alabama,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,13.8,13.8,,,11.9,15.9,Gender,Female,,,,,POINT (-86.63186076199969 32.84057112200048),,1,AST,AST1_1,AGEADJPREV,GENDER,GENF,,,,
2021,2021,AK,Alaska,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Crude Prevalence,64.8,64.8,,,48.1,78.6,Gender,Female,,,,,POINT (-147.72205903599973 64.84507995700051),,2,AST,AST5_2,CRDPREV,GENDER,GENF,,,,
2021,2021,AK,Alaska,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Crude Prevalence,80.2,80.2,,,64.9,89.9,Gender,Female,,,,,POINT (-147.72205903599973 64.84507995700051),,2,AST,AST6_2,CRDPREV,GENDER,GENF,,,,
2021,2021,AL,Alabama,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Gender,Male,,,,,POINT (-86.63186076199969 32.84057112200048),,1,AST,AST6_2,AGEADJPREV,GENDER,GENM,,,,
2021,2021,AL,Alabama,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Crude Prevalence,28.8,28.8,,,21.6,37.3,Gender,Female,,,,,POINT (-86.63186076199969 32.84057112200048),,1,AST,AST6_1,CRDPREV,GENDER,GENF,,,,
2021,2021,AK,Alaska,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Age-adjusted Prevalence,34.1,34.1,,,22.1,48.5,Gender,Male,,,,,POINT (-147.72205903599973 64.84507995700051),,2,AST,AST6_1,AGEADJPREV,GENDER,GENM,,,,
2021,2021,AK,Alaska,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Crude Prevalence,5.9,5.9,,,4.7,7.3,Gender,Male,,,,,POINT (-147.72205903599973 64.84507995700051),,2,AST,AST1_1,CRDPREV,GENDER,GENM,,,,
2021,2021,AR,Arkansas,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Crude Prevalence,40.6,40.6,,,27.5,55.3,Gender,Male,,,,,POINT (-92.27449074299966 34.74865012400045),,5,AST,AST5_1,CRDPREV,GENDER,GENM,,,,
2021,2021,AR,Arkansas,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Age-adjusted Prevalence,63.4,63.4,,,51.7,73.6,Gender,Female,,,,,POINT (-92.27449074299966 34.74865012400045),,5,AST,AST5_2,AGEADJPREV,GENDER,GENF,,,,
2021,2021,AR,Arkansas,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Age-adjusted Prevalence,84.2,84.2,,,74.0,90.9,Gender,Female,,,,,POINT (-92.27449074299966 34.74865012400045),,5,AST,AST6_2,AGEADJPREV,GENDER,GENF,,,,
2021,2021,AR,Arkansas,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Crude Prevalence,78.0,78.0,,,61.5,88.7,Gender,Male,,,,,POINT (-92.27449074299966 34.74865012400045),,5,AST,AST6_2,CRDPREV,GENDER,GENM,,,,
2021,2021,AR,Arkansas,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Crude Prevalence,6.8,6.8,,,5.5,8.5,Gender,Male,,,,,POINT (-92.27449074299966 34.74865012400045),,5,AST,AST1_1,CRDPREV,GENDER,GENM,,,,
2021,2021,AR,Arkansas,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Age-adjusted Prevalence,24.6,24.6,,,16.1,35.6,Gender,Male,,,,,POINT (-92.27449074299966 34.74865012400045),,5,AST,AST6_1,AGEADJPREV,GENDER,GENM,,,,
2021,2021,AR,Arkansas,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Crude Prevalence,28.5,28.5,,,18.7,41.0,Gender,Male,,,,,POINT (-92.27449074299966 34.74865012400045),,5,AST,AST6_1,CRDPREV,GENDER,GENM,,,,
2021,2021,AR,Arkansas,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Age-adjusted Prevalence,37.4,37.4,,,26.1,50.3,Gender,Male,,,,,POINT (-92.27449074299966 34.74865012400045),,5,AST,AST5_1,AGEADJPREV,GENDER,GENM,,,,
2021,2021,AR,Arkansas,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Crude Prevalence,35.9,35.9,,,26.8,46.1,Gender,Female,,,,,POINT (-92.27449074299966 34.74865012400045),,5,AST,AST5_1,CRDPREV,GENDER,GENF,,,,
2021,2021,AR,Arkansas,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Age-adjusted Prevalence,80.9,80.9,,,67.4,89.6,Gender,Male,,,,,POINT (-92.27449074299966 34.74865012400045),,5,AST,AST6_2,AGEADJPREV,GENDER,GENM,,,,
2021,2021,AR,Arkansas,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Crude Prevalence,64.1,64.1,,,47.8,77.7,Gender,Male,,,,,POINT (-92.27449074299966 34.74865012400045),,5,AST,AST5_2,CRDPREV,GENDER,GENM,,,,
2021,2021,AR,Arkansas,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Crude Prevalence,36.7,36.7,,,26.9,47.6,Gender,Female,,,,,POINT (-92.27449074299966 34.74865012400045),,5,AST,AST6_1,CRDPREV,GENDER,GENF,,,,
2021,2021,AR,Arkansas,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Age-adjusted Prevalence,65.1,65.1,,,48.7,78.6,Gender,Male,,,,,POINT (-92.27449074299966 34.74865012400045),,5,AST,AST5_2,AGEADJPREV,GENDER,GENM,,,,
2021,2021,AR,Arkansas,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,11.4,11.4,,,9.5,13.7,Gender,Female,,,,,POINT (-92.27449074299966 34.74865012400045),,5,AST,AST1_1,AGEADJPREV,GENDER,GENF,,,,
2021,2021,AR,Arkansas,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Age-adjusted Prevalence,34.3,34.3,,,26.2,43.5,Gender,Female,,,,,POINT (-92.27449074299966 34.74865012400045),,5,AST,AST5_1,AGEADJPREV,GENDER,GENF,,,,
2021,2021,AR,Arkansas,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Crude Prevalence,84.4,84.4,,,74.1,91.1,Gender,Female,,,,,POINT (-92.27449074299966 34.74865012400045),,5,AST,AST6_2,CRDPREV,GENDER,GENF,,,,
2021,2021,AR,Arkansas,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Age-adjusted Prevalence,38.5,38.5,,,28.9,49.0,Gender,Female,,,,,POINT (-92.27449074299966 34.74865012400045),,5,AST,AST6_1,AGEADJPREV,GENDER,GENF,,,,
2021,2021,AR,Arkansas,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Crude Prevalence,11.1,11.1,,,9.3,13.1,Gender,Female,,,,,POINT (-92.27449074299966 34.74865012400045),,5,AST,AST1_1,CRDPREV,GENDER,GENF,,,,
2021,2021,AR,Arkansas,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Crude Prevalence,63.6,63.6,,,51.7,74.0,Gender,Female,,,,,POINT (-92.27449074299966 34.74865012400045),,5,AST,AST5_2,CRDPREV,GENDER,GENF,,,,
2021,2021,AZ,Arizona,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Age-adjusted Prevalence,38.3,38.3,,,31.8,45.2,Gender,Female,,,,,POINT (-111.76381127699972 34.865970280000454),,4,AST,AST6_1,AGEADJPREV,GENDER,GENF,,,,
2021,2021,AZ,Arizona,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Age-adjusted Prevalence,36.1,36.1,,,30.6,41.9,Gender,Female,,,,,POINT (-111.76381127699972 34.865970280000454),,4,AST,AST5_1,AGEADJPREV,GENDER,GENF,,,,
2021,2021,AZ,Arizona,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Crude Prevalence,36.2,36.2,,,30.5,42.3,Gender,Female,,,,,POINT (-111.76381127699972 34.865970280000454),,4,AST,AST5_1,CRDPREV,GENDER,GENF,,,,
2021,2021,AZ,Arizona,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,12.3,12.3,,,11.1,13.6,Gender,Female,,,,,POINT (-111.76381127699972 34.865970280000454),,4,AST,AST1_1,AGEADJPREV,GENDER,GENF,,,,
2021,2021,AZ,Arizona,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Age-adjusted Prevalence,65.2,65.2,,,56.2,73.3,Gender,Female,,,,,POINT (-111.76381127699972 34.865970280000454),,4,AST,AST5_2,AGEADJPREV,GENDER,GENF,,,,
2021,2021,AZ,Arizona,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Age-adjusted Prevalence,83.3,83.3,,,74.9,89.3,Gender,Female,,,,,POINT (-111.76381127699972 34.865970280000454),,4,AST,AST6_2,AGEADJPREV,GENDER,GENF,,,,
2021,2021,AZ,Arizona,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Crude Prevalence,72.2,72.2,,,56.5,83.8,Gender,Male,,,,,POINT (-111.76381127699972 34.865970280000454),,4,AST,AST5_2,CRDPREV,GENDER,GENM,,,,
2021,2021,AZ,Arizona,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Crude Prevalence,83.1,83.1,,,67.3,92.1,Gender,Male,,,,,POINT (-111.76381127699972 34.865970280000454),,4,AST,AST6_2,CRDPREV,GENDER,GENM,,,,
2021,2021,AZ,Arizona,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Crude Prevalence,38.1,38.1,,,30.1,46.9,Gender,Male,,,,,POINT (-111.76381127699972 34.865970280000454),,4,AST,AST5_1,CRDPREV,GENDER,GENM,,,,
2021,2021,AZ,Arizona,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Crude Prevalence,6.5,6.5,,,5.6,7.5,Gender,Male,,,,,POINT (-111.76381127699972 34.865970280000454),,4,AST,AST1_1,CRDPREV,GENDER,GENM,,,,
